dataset|fracitonIncomingEdges|fractionBranches|fractionOutgoingEdges|fractionSelfLoops|isBranchRoot|stateId|task|totalBranches|totalEdges|totalIncomingEdges|totalInteractions|totalOutgoingEdges|totalSelfLoops|userid
weather1|0.2857142857142857|0|0.2857142857142857|0.42857142857142855|False|3|t3|0|7|2|18|2|3|77
weather1|0.2|0|0.2|0.6|False|4|t3|0|5|1|18|1|3|77
weather1|0.42857142857142855|1.0|0.5714285714285714|0.0|True|0|t3|4|7|3|16|4|0|93
weather1|0.25|0|0.25|0.5|False|1|t3|0|4|1|16|1|2|93
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|2|t3|0|3|1|16|1|1|93
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|3|t3|0|9|3|16|3|3|93
weather1|1.0|0|0.0|0.0|False|4|t3|0|1|1|16|0|0|93
weather1|0.4|1.0|0.6|0.0|True|0|t3|3|5|2|32|3|0|97
weather1|0.5|0|0.5|0.0|False|1|t3|0|2|1|32|1|0|97
weather1|0.5|0|0.5|0.0|False|2|t3|0|2|1|32|1|0|97
weather1|0.5|0|0.5|0.0|False|3|t3|0|2|1|32|1|0|97
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|4|t3|0|3|1|32|1|1|97
weather1|0.041666666666666664|0|0.0|0.9583333333333334|False|5|t3|0|24|1|32|0|23|97
weather1|0.0|0|1.0|0.0|False|0|t4|0|1|0|47|1|0|01
weather1|0.5|0|0.5|0.0|False|1|t4|0|2|1|47|1|0|01
weather1|0.07142857142857142|0|0.07142857142857142|0.8571428571428571|False|2|t4|0|14|1|47|1|12|01
weather1|0.1111111111111111|0|0.1111111111111111|0.7777777777777778|False|3|t4|0|9|1|47|1|7|01
weather1|0.5|0|0.5|0.0|False|4|t4|0|2|1|47|1|0|01
weather1|0.0625|0|0.0625|0.875|False|5|t4|0|16|1|47|1|14|01
weather1|0.5|1.0|0.5|0.0|True|6|t4|2|4|2|47|2|0|01
weather1|0.5|0|0.5|0.0|False|7|t4|0|4|2|47|2|0|01
weather1|0.5|0|0.5|0.0|False|8|t4|0|2|1|47|1|0|01
weather1|0.5|0|0.5|0.0|False|9|t4|0|2|1|47|1|0|01
weather1|0.5|0|0.5|0.0|False|10|t4|0|2|1|47|1|0|01
weather1|1.0|0|0.0|0.0|False|11|t4|0|1|1|47|0|0|01
weather1|0.3333333333333333|1.0|0.6666666666666666|0.0|True|0|t4|2|3|1|37|2|0|05
weather1|0.16666666666666666|0|0.16666666666666666|0.6666666666666666|False|1|t4|0|6|1|37|1|4|05
weather1|0.16666666666666666|0|0.16666666666666666|0.6666666666666666|False|2|t4|0|6|1|37|1|4|05
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|3|t4|0|3|1|37|1|1|05
weather1|0.125|0|0.125|0.75|False|4|t4|0|8|1|37|1|6|05
weather1|0.5|0|0.5|0.0|False|5|t4|0|2|1|37|1|0|05
weather1|0.5|0|0.5|0.0|False|6|t4|0|4|2|37|2|0|05
weather1|0.4|1.0|0.4|0.2|True|7|t4|2|5|2|37|2|1|05
weather1|0.25|0|0.25|0.5|False|8|t4|0|4|1|37|1|2|05
weather1|0.5|0|0.5|0.0|False|9|t4|0|2|1|37|1|0|05
weather1|0.5|0|0.5|0.0|False|10|t4|0|2|1|37|1|0|05
weather1|0.2|0|0.2|0.6|False|11|t4|0|5|1|37|1|3|05
weather1|1.0|0|0.0|0.0|False|12|t4|0|1|1|37|0|0|05
weather1|0.0|0|1.0|0.0|False|0|t4|0|1|0|23|1|0|113
weather1|0.5|0|0.5|0.0|False|1|t4|0|2|1|23|1|0|113
weather1|0.5|0|0.5|0.0|False|2|t4|0|2|1|23|1|0|113
weather1|0.5|0|0.5|0.0|False|3|t4|0|2|1|23|1|0|113
weather1|0.16666666666666666|0|0.08333333333333333|0.75|False|4|t4|0|12|2|23|1|9|113
weather1|0.1111111111111111|0|0.1111111111111111|0.7777777777777778|False|5|t4|0|9|1|23|1|7|113
weather1|0.5|0|0.5|0.0|False|0|t4|0|2|1|30|1|0|117
weather1|0.5|0|0.5|0.0|False|1|t4|0|2|1|30|1|0|117
weather1|0.5|0|0.5|0.0|False|2|t4|0|2|1|30|1|0|117
weather1|0.5|1.0|0.5|0.0|True|3|t4|2|4|2|30|2|0|117
weather1|0.5|0|0.5|0.0|False|4|t4|0|2|1|30|1|0|117
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|5|t4|0|3|1|30|1|1|117
weather1|0.10526315789473684|1.0|0.10526315789473684|0.7894736842105263|True|6|t4|2|19|2|30|2|15|117
weather1|0.5|0|0.5|0.0|False|7|t4|0|4|2|30|2|0|117
weather1|0.5|0|0.5|0.0|False|8|t4|0|2|1|30|1|0|117
weather1|0.5|0|0.5|0.0|False|9|t4|0|2|1|30|1|0|117
weather1|0.0|0|1.0|0.0|False|0|t4|0|1|0|43|1|0|21
weather1|0.5|0|0.5|0.0|False|1|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|2|t4|0|2|1|43|1|0|21
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|3|t4|0|3|1|43|1|1|21
weather1|0.5|0|0.5|0.0|False|4|t4|0|2|1|43|1|0|21
weather1|0.4|1.0|0.4|0.2|True|5|t4|2|5|2|43|2|1|21
weather1|0.5|0|0.5|0.0|False|6|t4|0|2|1|43|1|0|21
weather1|0.2|0|0.2|0.6|False|7|t4|0|5|1|43|1|3|21
weather1|0.5|0|0.5|0.0|False|8|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|9|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|10|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|11|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|12|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|13|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|14|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|15|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|16|t4|0|2|1|43|1|0|21
weather1|0.5|1.0|0.5|0.0|True|17|t4|2|4|2|43|2|0|21
weather1|0.5|0|0.5|0.0|False|18|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|19|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|20|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|21|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|22|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|23|t4|0|2|1|43|1|0|21
weather1|0.25|0|0.25|0.5|False|24|t4|0|4|1|43|1|2|21
weather1|0.5|0|0.5|0.0|False|25|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|26|t4|0|2|1|43|1|0|21
weather1|0.5|1.0|0.5|0.0|True|27|t4|3|6|3|43|3|0|21
weather1|0.5|0|0.5|0.0|False|28|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.5|0.0|False|29|t4|0|2|1|43|1|0|21
weather1|0.5|0|0.0|0.5|False|30|t4|0|2|1|43|0|1|21
weather1|0.25|1.0|0.5|0.25|True|0|t4|2|4|1|34|2|1|25
weather1|0.5|0|0.5|0.0|False|1|t4|0|2|1|34|1|0|25
weather1|0.125|1.0|0.125|0.75|True|2|t4|2|16|2|34|2|12|25
weather1|0.5|0|0.5|0.0|False|3|t4|0|2|1|34|1|0|25
weather1|0.5|0|0.5|0.0|False|4|t4|0|2|1|34|1|0|25
weather1|0.5|0|0.5|0.0|False|5|t4|0|2|1|34|1|0|25
weather1|0.5|0|0.5|0.0|False|6|t4|0|2|1|34|1|0|25
weather1|0.125|0|0.125|0.75|False|7|t4|0|8|1|34|1|6|25
weather1|0.5|0|0.5|0.0|False|8|t4|0|2|1|34|1|0|25
weather1|0.25|0|0.0|0.75|False|9|t4|0|4|1|34|0|3|25
weather1|0.0|0|1.0|0.0|False|0|t4|0|1|0|27|1|0|29
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|1|t4|0|3|1|27|1|1|29
weather1|0.06666666666666667|0|0.06666666666666667|0.8666666666666667|False|2|t4|0|15|1|27|1|13|29
weather1|0.5|0|0.5|0.0|False|3|t4|0|2|1|27|1|0|29
weather1|0.1111111111111111|0|0.0|0.8888888888888888|False|4|t4|0|9|1|27|0|8|29
weather1|0.3333333333333333|1.0|0.5|0.16666666666666666|True|0|t4|3|6|2|40|3|1|41
weather1|0.5|0|0.5|0.0|False|1|t4|0|2|1|40|1|0|41
weather1|0.16666666666666666|1.0|0.16666666666666666|0.6666666666666666|True|2|t4|2|12|2|40|2|8|41
weather1|0.125|0|0.125|0.75|False|3|t4|0|16|2|40|2|12|41
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|4|t4|0|3|1|40|1|1|41
weather1|0.5|0|0.5|0.0|False|5|t4|0|2|1|40|1|0|41
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|6|t4|0|3|1|40|1|1|41
weather1|0.2|0|0.2|0.6|False|7|t4|0|5|1|40|1|3|41
weather1|0.5|0|0.0|0.5|False|8|t4|0|2|1|40|0|1|41
weather1|0.0|0|1.0|0.0|False|0|t4|0|1|0|40|1|0|45
weather1|0.5|0|0.5|0.0|False|1|t4|0|2|1|40|1|0|45
weather1|0.3333333333333333|1.0|0.3333333333333333|0.3333333333333333|True|2|t4|2|6|2|40|2|2|45
weather1|0.5|1.0|0.5|0.0|True|3|t4|3|6|3|40|3|0|45
weather1|0.25|0|0.25|0.5|False|4|t4|0|4|1|40|1|2|45
weather1|0.5|0|0.5|0.0|False|5|t4|0|2|1|40|1|0|45
weather1|0.5|0|0.5|0.0|False|6|t4|0|2|1|40|1|0|45
weather1|0.16666666666666666|0|0.16666666666666666|0.6666666666666666|False|7|t4|0|6|1|40|1|4|45
weather1|0.5|0|0.5|0.0|False|8|t4|0|2|1|40|1|0|45
weather1|0.5|0|0.5|0.0|False|9|t4|0|2|1|40|1|0|45
weather1|0.5|0|0.5|0.0|False|10|t4|0|2|1|40|1|0|45
weather1|0.18181818181818182|1.0|0.18181818181818182|0.6363636363636364|True|11|t4|2|11|2|40|2|7|45
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|12|t4|0|3|1|40|1|1|45
weather1|0.25|0|0.25|0.5|False|13|t4|0|4|1|40|1|2|45
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|14|t4|0|3|1|40|1|1|45
weather1|0.5|0|0.0|0.5|False|15|t4|0|2|1|40|0|1|45
weather1|0.3333333333333333|1.0|0.6666666666666666|0.0|True|0|t4|2|3|1|36|2|0|53
weather1|0.5|0|0.5|0.0|False|1|t4|0|2|1|36|1|0|53
weather1|0.5|0|0.5|0.0|False|2|t4|0|2|1|36|1|0|53
weather1|0.2222222222222222|1.0|0.2222222222222222|0.5555555555555556|True|3|t4|2|9|2|36|2|5|53
weather1|0.5|0|0.5|0.0|False|4|t4|0|2|1|36|1|0|53
weather1|0.5|0|0.5|0.0|False|5|t4|0|2|1|36|1|0|53
weather1|0.125|0|0.125|0.75|False|6|t4|0|8|1|36|1|6|53
weather1|0.5|0|0.25|0.25|False|7|t4|0|4|2|36|1|1|53
weather1|0.5|0|0.5|0.0|False|8|t4|0|2|1|36|1|0|53
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|9|t4|0|3|1|36|1|1|53
weather1|0.5|0|0.5|0.0|False|10|t4|0|2|1|36|1|0|53
weather1|0.1111111111111111|0|0.1111111111111111|0.7777777777777778|False|11|t4|0|9|1|36|1|7|53
weather1|0.5|0|0.5|0.0|False|12|t4|0|2|1|36|1|0|53
weather1|0.0|0|1.0|0.0|False|0|t4|0|1|0|24|1|0|65
weather1|0.25|0|0.25|0.5|False|1|t4|0|4|1|24|1|2|65
weather1|0.5|0|0.5|0.0|False|2|t4|0|2|1|24|1|0|65
weather1|0.25|0|0.25|0.5|False|3|t4|0|4|1|24|1|2|65
weather1|0.25|0|0.25|0.5|False|4|t4|0|4|1|24|1|2|65
weather1|0.5|0|0.5|0.0|False|5|t4|0|2|1|24|1|0|65
weather1|0.5|0|0.5|0.0|False|6|t4|0|2|1|24|1|0|65
weather1|0.5|0|0.5|0.0|False|7|t4|0|2|1|24|1|0|65
weather1|0.5|0|0.5|0.0|False|8|t4|0|2|1|24|1|0|65
weather1|0.16666666666666666|0|0.16666666666666666|0.6666666666666666|False|9|t4|0|6|1|24|1|4|65
weather1|0.5|0|0.5|0.0|False|10|t4|0|2|1|24|1|0|65
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|11|t4|0|3|1|24|1|1|65
weather1|1.0|0|0.0|0.0|False|12|t4|0|1|1|24|0|0|65
weather1|0.4|1.0|0.6|0.0|True|0|t4|3|5|2|41|3|0|69
weather1|0.2222222222222222|0.5|0.2222222222222222|0.5555555555555556|True|1|t4|2|18|4|41|4|10|69
weather1|0.5|1.0|0.5|0.0|True|2|t4|2|4|2|41|2|0|69
weather1|0.375|1.0|0.375|0.25|True|3|t4|3|8|3|41|3|2|69
weather1|0.4166666666666667|0.75|0.3333333333333333|0.25|True|4|t4|3|12|5|41|4|3|69
weather1|0.375|0.6666666666666666|0.375|0.25|True|5|t4|2|8|3|41|3|2|69
weather1|0.5|0|0.5|0.0|False|6|t4|0|4|2|41|2|0|69
weather1|0.5|0|0.5|0.0|False|7|t4|0|2|1|41|1|0|69
weather1|0.5|0|0.5|0.0|False|8|t4|0|2|1|41|1|0|69
weather1|0.5|0|0.5|0.0|False|0|t4|0|2|1|34|1|0|73
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|1|t4|0|3|1|34|1|1|73
weather1|0.25|0|0.25|0.5|False|2|t4|0|4|1|34|1|2|73
weather1|0.5|0|0.5|0.0|False|3|t4|0|2|1|34|1|0|73
weather1|0.25|0|0.25|0.5|False|4|t4|0|4|1|34|1|2|73
weather1|0.16666666666666666|0|0.16666666666666666|0.6666666666666666|False|5|t4|0|6|1|34|1|4|73
weather1|0.5|0|0.5|0.0|False|6|t4|0|2|1|34|1|0|73
weather1|0.5|0|0.5|0.0|False|7|t4|0|2|1|34|1|0|73
weather1|0.5|0|0.5|0.0|False|8|t4|0|2|1|34|1|0|73
weather1|0.5|0|0.5|0.0|False|9|t4|0|2|1|34|1|0|73
weather1|0.07692307692307693|0|0.07692307692307693|0.8461538461538461|False|10|t4|0|13|1|34|1|11|73
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|11|t4|0|3|1|34|1|1|73
weather1|0.0|0|1.0|0.0|False|0|t4|0|1|0|17|1|0|77
weather1|0.5|0|0.5|0.0|False|1|t4|0|2|1|17|1|0|77
weather1|0.2|0|0.2|0.6|False|2|t4|0|5|1|17|1|3|77
weather1|0.5|0|0.5|0.0|False|3|t4|0|2|1|17|1|0|77
weather1|0.5|0|0.5|0.0|False|4|t4|0|2|1|17|1|0|77
weather1|0.1111111111111111|0|0.0|0.8888888888888888|False|5|t4|0|9|1|17|0|8|77
weather1|0.0|0|1.0|0.0|False|0|t4|0|1|0|22|1|0|93
weather1|0.25|1.0|0.25|0.5|True|1|t4|3|12|3|22|3|6|93
weather1|0.5|0|0.5|0.0|False|2|t4|0|2|1|22|1|0|93
weather1|0.5|0|0.5|0.0|False|3|t4|0|2|1|22|1|0|93
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|4|t4|0|9|3|22|3|3|93
weather1|0.5|0|0.5|0.0|False|5|t4|0|2|1|22|1|0|93
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|6|t4|0|3|1|22|1|1|93
weather1|1.0|0|0.0|0.0|False|7|t4|0|1|1|22|0|0|93
weather1|0.0|0|1.0|0.0|False|0|t4|0|1|0|31|1|0|97
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|1|t4|0|3|1|31|1|1|97
weather1|0.5|0|0.5|0.0|False|2|t4|0|2|1|31|1|0|97
weather1|0.5|0|0.5|0.0|False|3|t4|0|2|1|31|1|0|97
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|4|t4|0|3|1|31|1|1|97
weather1|0.08333333333333333|0|0.08333333333333333|0.8333333333333334|False|5|t4|0|12|1|31|1|10|97
weather1|0.5|0|0.5|0.0|False|6|t4|0|2|1|31|1|0|97
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|7|t4|0|3|1|31|1|1|97
weather1|0.5|1.0|0.5|0.0|True|8|t4|4|8|4|31|4|0|97
weather1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|9|t4|0|3|1|31|1|1|97
weather1|0.5|0|0.5|0.0|False|10|t4|0|2|1|31|1|0|97
weather1|0.5|0|0.5|0.0|False|11|t4|0|2|1|31|1|0|97
weather1|0.5|0|0.0|0.5|False|12|t4|0|2|1|31|0|1|97
faa1|0.4|1.0|0.6|0.0|True|0|t1|3|5|2|19|3|0|09
faa1|0.5|0|0.5|0.0|False|1|t1|0|6|3|19|3|0|09
faa1|0.125|0|0.125|0.75|False|2|t1|0|8|1|19|1|6|09
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|3|t1|0|3|1|19|1|1|09
faa1|0.25|0|0.0|0.75|False|4|t1|0|4|1|19|0|3|09
faa1|0.4|1.0|0.6|0.0|True|0|t1|3|5|2|22|3|0|109
faa1|0.5|0|0.5|0.0|False|1|t1|0|4|2|22|2|0|109
faa1|0.25|0|0.25|0.5|False|2|t1|0|4|1|22|1|2|109
faa1|0.5|0|0.5|0.0|False|3|t1|0|2|1|22|1|0|109
faa1|0.25|0|0.25|0.5|False|4|t1|0|8|2|22|2|4|109
faa1|0.5|0|0.5|0.0|False|5|t1|0|2|1|22|1|0|109
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|6|t1|0|3|1|22|1|1|109
faa1|0.5|0|0.5|0.0|False|7|t1|0|2|1|22|1|0|109
faa1|0.3333333333333333|0|0.0|0.6666666666666666|False|8|t1|0|3|1|22|0|2|109
faa1|0.4|1.0|0.6|0.0|True|0|t1|3|5|2|14|3|0|13
faa1|0.5|0|0.5|0.0|False|1|t1|0|4|2|14|2|0|13
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|2|t1|0|3|1|14|1|1|13
faa1|0.5|0.6666666666666666|0.5|0.0|True|3|t1|2|6|3|14|3|0|13
faa1|0.5|0|0.5|0.0|False|4|t1|0|2|1|14|1|0|13
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|5|t1|0|3|1|14|1|1|13
faa1|1.0|0|0.0|0.0|False|6|t1|0|1|1|14|0|0|13
faa1|0.0|0|1.0|0.0|False|0|t1|0|1|0|13|1|0|21
faa1|0.5|0|0.5|0.0|False|1|t1|0|2|1|13|1|0|21
faa1|0.25|0|0.25|0.5|False|2|t1|0|4|1|13|1|2|21
faa1|0.125|0|0.125|0.75|False|3|t1|0|8|1|13|1|6|21
faa1|1.0|0|0.0|0.0|False|4|t1|0|1|1|13|0|0|21
faa1|0.3333333333333333|1.0|0.6666666666666666|0.0|True|0|t1|2|3|1|22|2|0|33
faa1|0.5|0|0.5|0.0|False|1|t1|0|2|1|22|1|0|33
faa1|0.5|0|0.5|0.0|False|2|t1|0|2|1|22|1|0|33
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|3|t1|0|3|1|22|1|1|33
faa1|0.4|1.0|0.4|0.2|True|4|t1|2|5|2|22|2|1|33
faa1|0.21428571428571427|0|0.14285714285714285|0.6428571428571429|False|5|t1|0|14|3|22|2|9|33
faa1|0.5|0|0.5|0.0|False|6|t1|0|2|1|22|1|0|33
faa1|0.0|0|1.0|0.0|False|0|t1|0|1|0|23|1|0|37
faa1|0.5|0|0.5|0.0|False|1|t1|0|2|1|23|1|0|37
faa1|0.5|0|0.5|0.0|False|2|t1|0|2|1|23|1|0|37
faa1|0.5|0|0.5|0.0|False|3|t1|0|2|1|23|1|0|37
faa1|0.5|0|0.5|0.0|False|4|t1|0|2|1|23|1|0|37
faa1|0.14285714285714285|0|0.07142857142857142|0.7857142857142857|False|5|t1|0|14|2|23|1|11|37
faa1|0.5|0|0.5|0.0|False|6|t1|0|2|1|23|1|0|37
faa1|0.5|0|0.5|0.0|False|7|t1|0|2|1|23|1|0|37
faa1|0.5|0|0.5|0.0|False|8|t1|0|2|1|23|1|0|37
faa1|0.5|0|0.5|0.0|False|9|t1|0|2|1|23|1|0|37
faa1|0.5|0|0.5|0.0|False|10|t1|0|2|1|23|1|0|37
faa1|0.0|0|0.5|0.5|False|0|t1|0|2|0|20|1|1|41
faa1|0.5|1.0|0.5|0.0|True|1|t1|2|4|2|20|2|0|41
faa1|0.5|0|0.5|0.0|False|2|t1|0|2|1|20|1|0|41
faa1|0.06666666666666667|0|0.06666666666666667|0.8666666666666667|False|3|t1|0|15|1|20|1|13|41
faa1|1.0|0|0.0|0.0|False|4|t1|0|1|1|20|0|0|41
faa1|0.4166666666666667|1.0|0.5|0.08333333333333333|True|0|t1|6|12|5|16|6|1|45
faa1|0.5|0|0.5|0.0|False|1|t1|0|2|1|16|1|0|45
faa1|0.5|0|0.5|0.0|False|2|t1|0|2|1|16|1|0|45
faa1|0.42857142857142855|0|0.2857142857142857|0.2857142857142857|False|3|t1|0|7|3|16|2|2|45
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|4|t1|0|3|1|16|1|1|45
faa1|0.0|0|1.0|0.0|False|0|t1|0|1|0|19|1|0|57
faa1|0.5|0|0.5|0.0|False|1|t1|0|2|1|19|1|0|57
faa1|0.25|0|0.25|0.5|False|2|t1|0|4|1|19|1|2|57
faa1|0.5|0|0.5|0.0|False|3|t1|0|2|1|19|1|0|57
faa1|0.07692307692307693|0|0.0|0.9230769230769231|False|4|t1|0|13|1|19|0|12|57
faa1|0.0|0|1.0|0.0|False|0|t1|0|1|0|21|1|0|65
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|1|t1|0|3|1|21|1|1|65
faa1|0.5|0|0.5|0.0|False|2|t1|0|2|1|21|1|0|65
faa1|0.5|0|0.5|0.0|False|3|t1|0|2|1|21|1|0|65
faa1|0.0625|0|0.0|0.9375|False|4|t1|0|16|1|21|0|15|65
faa1|0.3333333333333333|1.0|0.6666666666666666|0.0|True|0|t1|2|3|1|27|2|0|69
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|1|t1|0|3|1|27|1|1|69
faa1|0.5|1.0|0.5|0.0|True|2|t1|4|8|4|27|4|0|69
faa1|0.5|0|0.5|0.0|False|3|t1|0|6|3|27|3|0|69
faa1|0.5|0|0.5|0.0|False|4|t1|0|2|1|27|1|0|69
faa1|0.5|0|0.5|0.0|False|5|t1|0|2|1|27|1|0|69
faa1|0.25|0|0.25|0.5|False|6|t1|0|4|1|27|1|2|69
faa1|0.5|0|0.5|0.0|False|7|t1|0|2|1|27|1|0|69
faa1|0.5|0|0.5|0.0|False|8|t1|0|2|1|27|1|0|69
faa1|0.4|1.0|0.4|0.2|True|9|t1|2|5|2|27|2|1|69
faa1|0.42857142857142855|0|0.2857142857142857|0.2857142857142857|False|10|t1|0|7|3|27|2|2|69
faa1|0.5|0|0.5|0.0|False|11|t1|0|2|1|27|1|0|69
faa1|0.3333333333333333|1.0|0.6666666666666666|0.0|True|0|t1|2|3|1|19|2|0|81
faa1|0.5|0|0.5|0.0|False|1|t1|0|2|1|19|1|0|81
faa1|0.4|0|0.4|0.2|False|2|t1|0|5|2|19|2|1|81
faa1|0.5|0|0.5|0.0|False|3|t1|0|2|1|19|1|0|81
faa1|0.5|0|0.5|0.0|False|4|t1|0|2|1|19|1|0|81
faa1|0.09090909090909091|0|0.09090909090909091|0.8181818181818182|False|5|t1|0|11|1|19|1|9|81
faa1|1.0|0|0.0|0.0|False|6|t1|0|1|1|19|0|0|81
faa1|0.0|0|1.0|0.0|False|0|t1|0|1|0|7|1|0|85
faa1|0.3333333333333333|0|0.16666666666666666|0.5|False|1|t1|0|6|2|7|1|3|85
faa1|0.5|0|0.5|0.0|False|2|t1|0|2|1|7|1|0|85
faa1|0.16666666666666666|1.0|0.3333333333333333|0.5|True|0|t1|2|6|1|26|2|3|89
faa1|0.5|0.6666666666666666|0.5|0.0|True|1|t1|2|6|3|26|3|0|89
faa1|0.2727272727272727|0.6666666666666666|0.2727272727272727|0.45454545454545453|True|2|t1|2|11|3|26|3|5|89
faa1|0.5|0|0.5|0.0|False|3|t1|0|2|1|26|1|0|89
faa1|0.5|0|0.5|0.0|False|4|t1|0|2|1|26|1|0|89
