dataset|fracitonIncomingEdges|fractionBranches|fractionOutgoingEdges|fractionSelfLoops|isBranchRoot|stateId|task|totalBranches|totalEdges|totalIncomingEdges|totalInteractions|totalOutgoingEdges|totalSelfLoops|userid
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|5|t1|0|3|1|26|1|1|89
faa1|0.5|0|0.5|0.0|False|6|t1|0|2|1|26|1|0|89
faa1|0.2|0|0.0|0.8|False|7|t1|0|5|1|26|0|4|89
faa1|0.4|1.0|0.5|0.1|True|0|t1|5|10|4|27|5|1|93
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|1|t1|0|3|1|27|1|1|93
faa1|0.5|0|0.5|0.0|False|2|t1|0|2|1|27|1|0|93
faa1|0.5|0|0.5|0.0|False|3|t1|0|2|1|27|1|0|93
faa1|0.5|0|0.5|0.0|False|4|t1|0|2|1|27|1|0|93
faa1|0.5|0|0.5|0.0|False|5|t1|0|2|1|27|1|0|93
faa1|0.5|0|0.5|0.0|False|6|t1|0|2|1|27|1|0|93
faa1|0.5|0|0.5|0.0|False|7|t1|0|2|1|27|1|0|93
faa1|0.2|0|0.2|0.6|False|8|t1|0|5|1|27|1|3|93
faa1|0.25|0|0.25|0.5|False|9|t1|0|4|1|27|1|2|93
faa1|0.5|0|0.5|0.0|False|10|t1|0|2|1|27|1|0|93
faa1|0.5|0|0.5|0.0|False|11|t1|0|2|1|27|1|0|93
faa1|0.5|0|0.5|0.0|False|12|t1|0|2|1|27|1|0|93
faa1|0.3333333333333333|0|0.0|0.6666666666666666|False|13|t1|0|3|1|27|0|2|93
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|32|1|0|09
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|1|t2|0|3|1|32|1|1|09
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|2|t2|0|3|1|32|1|1|09
faa1|0.037037037037037035|0|0.0|0.9629629629629629|False|3|t2|0|27|1|32|0|26|09
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|14|1|0|109
faa1|0.5|0|0.5|0.0|False|1|t2|0|2|1|14|1|0|109
faa1|0.25|0|0.25|0.5|False|2|t2|0|4|1|14|1|2|109
faa1|0.1111111111111111|0|0.0|0.8888888888888888|False|3|t2|0|9|1|14|0|8|109
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|11|1|0|13
faa1|0.1111111111111111|0|0.1111111111111111|0.7777777777777778|False|1|t2|0|9|1|11|1|7|13
faa1|0.5|0|0.0|0.5|False|2|t2|0|2|1|11|0|1|13
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|30|1|0|21
faa1|0.5|0|0.5|0.0|False|1|t2|0|2|1|30|1|0|21
faa1|0.045454545454545456|0|0.045454545454545456|0.9090909090909091|False|2|t2|0|22|1|30|1|20|21
faa1|0.14285714285714285|0|0.0|0.8571428571428571|False|3|t2|0|7|1|30|0|6|21
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|22|1|0|33
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|1|t2|0|3|1|22|1|1|33
faa1|0.3333333333333333|1.0|0.3333333333333333|0.3333333333333333|True|2|t2|2|6|2|22|2|2|33
faa1|0.125|0|0.0625|0.8125|False|3|t2|0|16|2|22|1|13|33
faa1|0.3333333333333333|1.0|0.6666666666666666|0.0|True|0|t2|2|3|1|13|2|0|37
faa1|0.5|0|0.5|0.0|False|1|t2|0|4|2|13|2|0|37
faa1|0.25|1.0|0.25|0.5|True|2|t2|2|8|2|13|2|4|37
faa1|0.5|0|0.25|0.25|False|3|t2|0|4|2|13|1|1|37
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|12|1|0|41
faa1|0.5|0|0.5|0.0|False|1|t2|0|2|1|12|1|0|41
faa1|0.2|0|0.2|0.6|False|2|t2|0|5|1|12|1|3|41
faa1|0.16666666666666666|0|0.0|0.8333333333333334|False|3|t2|0|6|1|12|0|5|41
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|17|1|0|45
faa1|0.2|0|0.2|0.6|False|1|t2|0|5|1|17|1|3|45
faa1|0.5|0|0.5|0.0|False|2|t2|0|2|1|17|1|0|45
faa1|0.09090909090909091|0|0.0|0.9090909090909091|False|3|t2|0|11|1|17|0|10|45
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|18|1|0|57
faa1|0.5|0|0.5|0.0|False|1|t2|0|2|1|18|1|0|57
faa1|0.16666666666666666|0|0.16666666666666666|0.6666666666666666|False|2|t2|0|6|1|18|1|4|57
faa1|0.09090909090909091|0|0.0|0.9090909090909091|False|3|t2|0|11|1|18|0|10|57
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|5|1|0|65
faa1|0.5|0|0.5|0.0|False|1|t2|0|2|1|5|1|0|65
faa1|0.5|0|0.5|0.0|False|2|t2|0|2|1|5|1|0|65
faa1|0.5|0|0.0|0.5|False|3|t2|0|2|1|5|0|1|65
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|35|1|0|69
faa1|0.5|0|0.5|0.0|False|1|t2|0|2|1|35|1|0|69
faa1|0.36363636363636365|1.0|0.36363636363636365|0.2727272727272727|True|2|t2|4|11|4|35|4|3|69
faa1|0.30434782608695654|0.5|0.2608695652173913|0.43478260869565216|True|3|t2|3|23|7|35|6|10|69
faa1|0.25|0|0.25|0.5|False|4|t2|0|12|3|35|3|6|69
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|4|1|0|81
faa1|0.5|0|0.5|0.0|False|1|t2|0|2|1|4|1|0|81
faa1|0.5|0|0.5|0.0|False|2|t2|0|2|1|4|1|0|81
faa1|1.0|0|0.0|0.0|False|3|t2|0|1|1|4|0|0|81
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|10|1|0|85
faa1|0.25|0|0.25|0.5|False|1|t2|0|4|1|10|1|2|85
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|2|t2|0|3|1|10|1|1|85
faa1|0.25|0|0.0|0.75|False|3|t2|0|4|1|10|0|3|85
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|7|1|0|89
faa1|0.5|0|0.5|0.0|False|1|t2|0|2|1|7|1|0|89
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|2|t2|0|3|1|7|1|1|89
faa1|0.3333333333333333|0|0.0|0.6666666666666666|False|3|t2|0|3|1|7|0|2|89
faa1|0.0|0|1.0|0.0|False|0|t2|0|1|0|20|1|0|93
faa1|0.10526315789473684|0|0.05263157894736842|0.8421052631578947|False|1|t2|0|19|2|20|1|16|93
faa1|0.5|0|0.5|0.0|False|2|t2|0|2|1|20|1|0|93
faa1|0.0|0|1.0|0.0|False|0|t3|0|1|0|9|1|0|09
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|1|t3|0|3|1|9|1|1|09
faa1|0.16666666666666666|0|0.0|0.8333333333333334|False|2|t3|0|6|1|9|0|5|09
faa1|0.0|0|1.0|0.0|False|0|t3|0|1|0|27|1|0|109
faa1|0.5|0|0.5|0.0|False|1|t3|0|2|1|27|1|0|109
faa1|0.5|0|0.5|0.0|False|2|t3|0|2|1|27|1|0|109
faa1|0.5|0|0.5|0.0|False|3|t3|0|2|1|27|1|0|109
faa1|0.17647058823529413|1.0|0.11764705882352941|0.7058823529411765|True|4|t3|2|17|3|27|2|12|109
faa1|0.2|0|0.2|0.6|False|5|t3|0|10|2|27|2|6|109
faa1|0.3333333333333333|1.0|0.6666666666666666|0.0|True|0|t3|2|3|1|10|2|0|13
faa1|0.2857142857142857|1.0|0.2857142857142857|0.42857142857142855|True|1|t3|2|7|2|10|2|3|13
faa1|0.5|0|0.5|0.0|False|2|t3|0|2|1|10|1|0|13
faa1|0.5|0|0.5|0.0|False|3|t3|0|2|1|10|1|0|13
faa1|1.0|0|0.0|0.0|False|4|t3|0|1|1|10|0|0|13
faa1|0.0|0|1.0|0.0|False|0|t3|0|1|0|10|1|0|21
faa1|0.4|1.0|0.4|0.2|True|1|t3|2|5|2|10|2|1|21
faa1|0.5|0|0.5|0.0|False|2|t3|0|2|1|10|1|0|21
faa1|0.2|0|0.0|0.8|False|3|t3|0|5|1|10|0|4|21
faa1|0.0|0|0.5|0.5|False|0|t3|0|2|0|10|1|1|33
faa1|0.5|0|0.5|0.0|False|1|t3|0|2|1|10|1|0|33
faa1|0.25|0|0.25|0.5|False|2|t3|0|4|1|10|1|2|33
faa1|0.25|0|0.0|0.75|False|3|t3|0|4|1|10|0|3|33
faa1|0.0|0|1.0|0.0|False|0|t3|0|1|0|23|1|0|37
faa1|0.5|0|0.5|0.0|False|1|t3|0|2|1|23|1|0|37
faa1|0.25|0|0.25|0.5|False|2|t3|0|4|1|23|1|2|37
faa1|0.2|0|0.1|0.7|False|3|t3|0|10|2|23|1|7|37
faa1|0.5|0|0.5|0.0|False|4|t3|0|4|2|23|2|0|37
faa1|0.5|0|0.5|0.0|False|5|t3|0|4|2|23|2|0|37
faa1|0.5|0|0.5|0.0|False|6|t3|0|2|1|23|1|0|37
faa1|0.5|0|0.5|0.0|False|7|t3|0|2|1|23|1|0|37
faa1|0.5|0|0.5|0.0|False|8|t3|0|2|1|23|1|0|37
faa1|0.5|0|0.5|0.0|False|9|t3|0|2|1|23|1|0|37
faa1|0.5|0|0.5|0.0|False|10|t3|0|2|1|23|1|0|37
faa1|0.0|0|1.0|0.0|False|0|t3|0|1|0|12|1|0|41
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|1|t3|0|3|1|12|1|1|41
faa1|0.4|1.0|0.4|0.2|True|2|t3|2|5|2|12|2|1|41
faa1|0.42857142857142855|0|0.2857142857142857|0.2857142857142857|False|3|t3|0|7|3|12|2|2|41
faa1|0.5|0|0.5|0.0|False|4|t3|0|2|1|12|1|0|41
faa1|0.0|0|1.0|0.0|False|0|t3|0|1|0|6|1|0|45
faa1|0.25|0|0.25|0.5|False|1|t3|0|4|1|6|1|2|45
faa1|0.5|0|0.0|0.5|False|2|t3|0|2|1|6|0|1|45
faa1|0.3333333333333333|1.0|0.6666666666666666|0.0|True|0|t3|2|3|1|13|2|0|57
faa1|0.5|0|0.5|0.0|False|1|t3|0|4|2|13|2|0|57
faa1|0.5|0|0.5|0.0|False|2|t3|0|2|1|13|1|0|57
faa1|0.5|0|0.5|0.0|False|3|t3|0|2|1|13|1|0|57
faa1|0.5|0|0.5|0.0|False|4|t3|0|2|1|13|1|0|57
faa1|0.16666666666666666|0|0.0|0.8333333333333334|False|5|t3|0|6|1|13|0|5|57
faa1|0.0|0|1.0|0.0|False|0|t3|0|1|0|6|1|0|65
faa1|0.5|0|0.5|0.0|False|1|t3|0|2|1|6|1|0|65
faa1|0.25|0|0.25|0.5|False|2|t3|0|4|1|6|1|2|65
faa1|1.0|0|0.0|0.0|False|3|t3|0|1|1|6|0|0|65
faa1|0.4444444444444444|1.0|0.5555555555555556|0.0|True|0|t3|5|9|4|34|5|0|69
faa1|0.5|0|0.5|0.0|False|1|t3|0|4|2|34|2|0|69
faa1|0.4|0|0.4|0.2|False|2|t3|0|5|2|34|2|1|69
faa1|0.5|0|0.5|0.0|False|3|t3|0|2|1|34|1|0|69
faa1|0.5|1.0|0.5|0.0|True|4|t3|2|4|2|34|2|0|69
faa1|0.2222222222222222|1.0|0.2222222222222222|0.5555555555555556|True|5|t3|2|9|2|34|2|5|69
faa1|0.5|0|0.5|0.0|False|6|t3|0|4|2|34|2|0|69
faa1|0.5|0|0.5|0.0|False|7|t3|0|2|1|34|1|0|69
faa1|0.5|0|0.5|0.0|False|8|t3|0|2|1|34|1|0|69
faa1|0.125|0|0.125|0.75|False|9|t3|0|8|1|34|1|6|69
faa1|0.3333333333333333|0|0.0|0.6666666666666666|False|10|t3|0|3|1|34|0|2|69
faa1|0.0|0|1.0|0.0|False|0|t3|0|1|0|24|1|0|81
faa1|0.5|0|0.5|0.0|False|1|t3|0|2|1|24|1|0|81
faa1|0.045454545454545456|0|0.0|0.9545454545454546|False|2|t3|0|22|1|24|0|21|81
faa1|0.4|1.0|0.6|0.0|True|0|t3|3|5|2|20|3|0|85
faa1|0.5|0|0.5|0.0|False|1|t3|0|2|1|20|1|0|85
faa1|0.11764705882352941|0|0.058823529411764705|0.8235294117647058|False|2|t3|0|17|2|20|1|14|85
faa1|0.0|0|1.0|0.0|False|0|t3|0|1|0|15|1|0|89
faa1|0.5|0|0.5|0.0|False|1|t3|0|2|1|15|1|0|89
faa1|0.18181818181818182|0|0.09090909090909091|0.7272727272727273|False|2|t3|0|11|2|15|1|8|89
faa1|0.25|0|0.25|0.5|False|3|t3|0|4|1|15|1|2|89
faa1|0.0|0|1.0|0.0|False|0|t3|0|1|0|11|1|0|93
faa1|0.16666666666666666|0|0.16666666666666666|0.6666666666666666|False|1|t3|0|6|1|11|1|4|93
faa1|0.2|0|0.2|0.6|False|2|t3|0|5|1|11|1|3|93
faa1|1.0|0|0.0|0.0|False|3|t3|0|1|1|11|0|0|93
faa1|0.42857142857142855|1.0|0.5714285714285714|0.0|True|0|t4|4|7|3|40|4|0|09
faa1|0.5|0|0.5|0.0|False|1|t4|0|2|1|40|1|0|09
faa1|0.5|1.0|0.5|0.0|True|2|t4|3|6|3|40|3|0|09
faa1|0.23076923076923078|0|0.23076923076923078|0.5384615384615384|False|3|t4|0|13|3|40|3|7|09
faa1|0.5|1.0|0.5|0.0|True|4|t4|2|4|2|40|2|0|09
faa1|0.42857142857142855|0|0.42857142857142855|0.14285714285714285|False|5|t4|0|7|3|40|3|1|09
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|6|t4|0|3|1|40|1|1|09
faa1|0.5|0|0.5|0.0|False|7|t4|0|2|1|40|1|0|09
faa1|0.2|0|0.2|0.6|False|8|t4|0|5|1|40|1|3|09
faa1|0.25|0|0.25|0.5|False|9|t4|0|4|1|40|1|2|09
faa1|0.5|0|0.5|0.0|False|10|t4|0|2|1|40|1|0|09
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|11|t4|0|3|1|40|1|1|09
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|12|t4|0|3|1|40|1|1|09
faa1|1.0|0|0.0|0.0|False|13|t4|0|1|1|40|0|0|09
faa1|0.3333333333333333|1.0|0.6666666666666666|0.0|True|0|t4|2|3|1|33|2|0|109
faa1|0.5|0|0.5|0.0|False|1|t4|0|2|1|33|1|0|109
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|2|t4|0|3|1|33|1|1|109
faa1|0.5|1.0|0.5|0.0|True|3|t4|2|4|2|33|2|0|109
faa1|0.2222222222222222|0|0.2222222222222222|0.5555555555555556|False|4|t4|0|9|2|33|2|5|109
faa1|0.2857142857142857|0|0.2857142857142857|0.42857142857142855|False|5|t4|0|7|2|33|2|3|109
faa1|0.21428571428571427|1.0|0.14285714285714285|0.6428571428571429|True|6|t4|2|14|3|33|2|9|109
faa1|0.5|0|0.5|0.0|False|7|t4|0|4|2|33|2|0|109
faa1|0.0|0|1.0|0.0|False|0|t4|0|1|0|15|1|0|13
faa1|0.5|0|0.5|0.0|False|1|t4|0|2|1|15|1|0|13
faa1|0.5|0|0.5|0.0|False|2|t4|0|2|1|15|1|0|13
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|3|t4|0|3|1|15|1|1|13
faa1|0.25|0|0.25|0.5|False|4|t4|0|4|1|15|1|2|13
faa1|0.14285714285714285|0|0.0|0.8571428571428571|False|5|t4|0|7|1|15|0|6|13
faa1|0.0|0|1.0|0.0|False|0|t4|0|1|0|36|1|0|21
faa1|0.5|0|0.5|0.0|False|1|t4|0|2|1|36|1|0|21
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|2|t4|0|3|1|36|1|1|21
faa1|0.03125|0|0.0|0.96875|False|3|t4|0|32|1|36|0|31|21
faa1|0.0|0|1.0|0.0|False|0|t4|0|1|0|30|1|0|33
faa1|0.5|1.0|0.5|0.0|True|1|t4|3|6|3|30|3|0|33
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|2|t4|0|3|1|30|1|1|33
faa1|0.5|0|0.5|0.0|False|3|t4|0|2|1|30|1|0|33
faa1|0.5|0|0.5|0.0|False|4|t4|0|4|2|30|2|0|33
faa1|0.16666666666666666|0|0.16666666666666666|0.6666666666666666|False|5|t4|0|6|1|30|1|4|33
faa1|0.5|0|0.5|0.0|False|6|t4|0|2|1|30|1|0|33
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|7|t4|0|3|1|30|1|1|33
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|8|t4|0|3|1|30|1|1|33
faa1|0.3333333333333333|0|0.16666666666666666|0.5|False|9|t4|0|6|2|30|1|3|33
faa1|0.14285714285714285|0|0.14285714285714285|0.7142857142857143|False|10|t4|0|7|1|30|1|5|33
faa1|0.42857142857142855|1.0|0.5714285714285714|0.0|True|0|t4|4|7|3|43|4|0|37
faa1|0.5|1.0|0.5|0.0|True|1|t4|3|6|3|43|3|0|37
faa1|0.5|0|0.5|0.0|False|2|t4|0|2|1|43|1|0|37
faa1|0.5|0|0.5|0.0|False|3|t4|0|2|1|43|1|0|37
faa1|0.5|0|0.5|0.0|False|4|t4|0|2|1|43|1|0|37
faa1|0.4|0|0.4|0.2|False|5|t4|0|5|2|43|2|1|37
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|6|t4|0|3|1|43|1|1|37
faa1|0.5|0|0.5|0.0|False|7|t4|0|2|1|43|1|0|37
faa1|0.5|0|0.5|0.0|False|8|t4|0|2|1|43|1|0|37
faa1|0.5|0|0.5|0.0|False|9|t4|0|2|1|43|1|0|37
faa1|0.5|0|0.5|0.0|False|10|t4|0|2|1|43|1|0|37
faa1|0.5|0|0.5|0.0|False|11|t4|0|2|1|43|1|0|37
faa1|0.5|0|0.5|0.0|False|12|t4|0|2|1|43|1|0|37
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|13|t4|0|3|1|43|1|1|37
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|14|t4|0|3|1|43|1|1|37
faa1|0.5|0|0.5|0.0|False|15|t4|0|2|1|43|1|0|37
faa1|0.3333333333333333|1.0|0.3333333333333333|0.3333333333333333|True|16|t4|2|6|2|43|2|2|37
faa1|0.5|0|0.5|0.0|False|17|t4|0|2|1|43|1|0|37
faa1|0.6666666666666666|0|0.3333333333333333|0.0|False|18|t4|0|3|2|43|1|0|37
faa1|0.5|0|0.5|0.0|False|19|t4|0|2|1|43|1|0|37
faa1|0.3333333333333333|1.0|0.3333333333333333|0.3333333333333333|True|20|t4|2|6|2|43|2|2|37
faa1|0.25|0|0.25|0.5|False|21|t4|0|4|1|43|1|2|37
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|22|t4|0|3|1|43|1|1|37
faa1|0.0|0|1.0|0.0|False|0|t4|0|1|0|12|1|0|41
faa1|0.5|0|0.5|0.0|False|1|t4|0|2|1|12|1|0|41
faa1|0.5|0|0.5|0.0|False|2|t4|0|2|1|12|1|0|41
faa1|0.25|0|0.25|0.5|False|3|t4|0|4|1|12|1|2|41
faa1|0.2|0|0.2|0.6|False|4|t4|0|5|1|12|1|3|41
faa1|0.5|0|0.0|0.5|False|5|t4|0|2|1|12|0|1|41
faa1|0.0|0|1.0|0.0|False|0|t4|0|1|0|11|1|0|45
faa1|0.5|0|0.5|0.0|False|1|t4|0|2|1|11|1|0|45
faa1|0.1111111111111111|0|0.0|0.8888888888888888|False|2|t4|0|9|1|11|0|8|45
faa1|0.4|1.0|0.6|0.0|True|0|t4|3|5|2|33|3|0|57
faa1|0.5|0|0.5|0.0|False|1|t4|0|2|1|33|1|0|57
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|2|t4|0|3|1|33|1|1|57
faa1|0.5|0|0.5|0.0|False|3|t4|0|2|1|33|1|0|57
faa1|0.5|0|0.5|0.0|False|4|t4|0|2|1|33|1|0|57
faa1|0.5|0|0.5|0.0|False|5|t4|0|2|1|33|1|0|57
faa1|0.5|0|0.5|0.0|False|6|t4|0|2|1|33|1|0|57
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|7|t4|0|3|1|33|1|1|57
faa1|0.5|0|0.5|0.0|False|8|t4|0|2|1|33|1|0|57
faa1|0.5|0|0.5|0.0|False|9|t4|0|4|2|33|2|0|57
faa1|0.4|0|0.4|0.2|False|10|t4|0|5|2|33|2|1|57
faa1|0.2222222222222222|1.0|0.2222222222222222|0.5555555555555556|True|11|t4|2|9|2|33|2|5|57
faa1|0.5|0|0.5|0.0|False|12|t4|0|2|1|33|1|0|57
faa1|0.5|0|0.5|0.0|False|13|t4|0|2|1|33|1|0|57
faa1|0.25|0|0.25|0.5|False|14|t4|0|4|1|33|1|2|57
faa1|0.5|0|0.25|0.25|False|15|t4|0|4|2|33|1|1|57
faa1|0.0|0|1.0|0.0|False|0|t4|0|1|0|7|1|0|65
faa1|0.5|0|0.5|0.0|False|1|t4|0|2|1|7|1|0|65
faa1|0.2|0|0.0|0.8|False|2|t4|0|5|1|7|0|4|65
faa1|0.5|1.0|0.5|0.0|True|0|t4|3|6|3|43|3|0|69
faa1|0.5|1.0|0.5|0.0|True|1|t4|2|4|2|43|2|0|69
faa1|0.5|1.0|0.5|0.0|True|2|t4|2|4|2|43|2|0|69
faa1|0.5|0|0.5|0.0|False|3|t4|0|2|1|43|1|0|69
faa1|0.5|0|0.5|0.0|False|4|t4|0|2|1|43|1|0|69
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|5|t4|0|3|1|43|1|1|69
faa1|0.36363636363636365|0.5|0.36363636363636365|0.2727272727272727|True|6|t4|2|11|4|43|4|3|69
faa1|0.5|0|0.5|0.0|False|7|t4|0|2|1|43|1|0|69
faa1|0.5|0.6666666666666666|0.5|0.0|True|8|t4|2|6|3|43|3|0|69
faa1|0.25|0|0.25|0.5|False|9|t4|0|4|1|43|1|2|69
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|10|t4|0|3|1|43|1|1|69
faa1|0.5|0|0.5|0.0|False|11|t4|0|2|1|43|1|0|69
faa1|0.2|0|0.2|0.6|False|12|t4|0|5|1|43|1|3|69
faa1|0.2|1.0|0.2|0.6|True|13|t4|2|10|2|43|2|6|69
faa1|0.5|0|0.5|0.0|False|14|t4|0|2|1|43|1|0|69
faa1|0.5|0|0.5|0.0|False|15|t4|0|2|1|43|1|0|69
faa1|0.4|1.0|0.6|0.0|True|0|t4|3|5|2|28|3|0|81
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|1|t4|0|3|1|28|1|1|81
faa1|0.5|0|0.5|0.0|False|2|t4|0|2|1|28|1|0|81
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|3|t4|0|3|1|28|1|1|81
faa1|0.5|0|0.5|0.0|False|4|t4|0|2|1|28|1|0|81
faa1|0.5|0|0.5|0.0|False|5|t4|0|2|1|28|1|0|81
faa1|0.25|0|0.25|0.5|False|6|t4|0|4|1|28|1|2|81
faa1|0.5|1.0|0.5|0.0|True|7|t4|2|4|2|28|2|0|81
faa1|0.5|0|0.5|0.0|False|8|t4|0|2|1|28|1|0|81
faa1|0.4|0|0.4|0.2|False|9|t4|0|5|2|28|2|1|81
faa1|0.5|0|0.5|0.0|False|10|t4|0|2|1|28|1|0|81
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|11|t4|0|3|1|28|1|1|81
faa1|0.3333333333333333|0|0.16666666666666666|0.5|False|12|t4|0|6|2|28|1|3|81
faa1|0.5|0|0.5|0.0|False|13|t4|0|2|1|28|1|0|81
faa1|0.0|0|1.0|0.0|False|0|t4|0|1|0|7|1|0|85
faa1|0.5|0|0.5|0.0|False|1|t4|0|2|1|7|1|0|85
faa1|0.5|0|0.5|0.0|False|2|t4|0|2|1|7|1|0|85
faa1|0.5|0|0.5|0.0|False|3|t4|0|2|1|7|1|0|85
faa1|0.5|0|0.5|0.0|False|4|t4|0|2|1|7|1|0|85
faa1|0.5|0|0.5|0.0|False|5|t4|0|2|1|7|1|0|85
faa1|1.0|0|0.0|0.0|False|6|t4|0|1|1|7|0|0|85
faa1|0.0|0|1.0|0.0|False|0|t4|0|1|0|38|1|0|89
faa1|0.5|0|0.5|0.0|False|1|t4|0|2|1|38|1|0|89
faa1|0.5|0|0.5|0.0|False|2|t4|0|2|1|38|1|0|89
faa1|0.3333333333333333|1.0|0.3333333333333333|0.3333333333333333|True|3|t4|2|6|2|38|2|2|89
faa1|0.36363636363636365|0.75|0.36363636363636365|0.2727272727272727|True|4|t4|3|11|4|38|4|3|89
faa1|0.5|0|0.5|0.0|False|5|t4|0|4|2|38|2|0|89
faa1|0.5|0|0.5|0.0|False|6|t4|0|4|2|38|2|0|89
faa1|0.5|0|0.5|0.0|False|7|t4|0|2|1|38|1|0|89
faa1|0.3|0|0.2|0.5|False|8|t4|0|10|3|38|2|5|89
faa1|0.08333333333333333|0|0.08333333333333333|0.8333333333333334|False|9|t4|0|12|1|38|1|10|89
faa1|0.3333333333333333|1.0|0.6666666666666666|0.0|True|0|t4|2|3|1|28|2|0|93
faa1|0.5|1.0|0.5|0.0|True|1|t4|3|6|3|28|3|0|93
faa1|0.3333333333333333|0|0.3333333333333333|0.3333333333333333|False|2|t4|0|6|2|28|2|2|93
faa1|0.5|0|0.5|0.0|False|3|t4|0|2|1|28|1|0|93
faa1|0.5|0|0.5|0.0|False|4|t4|0|2|1|28|1|0|93
faa1|0.5|0|0.5|0.0|False|5|t4|0|2|1|28|1|0|93
faa1|0.5|0|0.5|0.0|False|6|t4|0|2|1|28|1|0|93
faa1|0.06666666666666667|0|0.0|0.9333333333333333|False|7|t4|0|15|1|28|0|14|93
